Vx,Vy,Yaw,YawRate,latitude,longitude,el,x_gps_cg,y_gps_cg,y,dy,mu,nu,dPsi,r,h,r_d,kappa,uUser,uOpt,blendingRatio,uOut,M
2.742324448,-0.015389232,-1.555118549,0.00051,42.30178714,-83.69753194,275.4093323,0.99,0,0.861076169,0.016296655,2.742324448,-0.015389232,0.005942585,0.00051,8,-0.006646004,-0.002423455,0,-0.245410135,1,-0.245410135,2.020150063
2.752017592,-0.011852615,-1.554773546,0.00318,42.30178563,-83.69753185,275.4064941,0.99,0,0.869087958,0.022881313,2.74566055,-0.010317786,0.008333665,0.00539,8,-0.00525949,-0.001915551,0,-0.2674461,1,-0.2674461,2.101852383
2.757460536,-0.011956397,-1.554586544,0.00487,42.30178462,-83.69753179,275.4044495,0.99,0,0.873344127,0.022270626,2.752017592,-0.011852615,0.008092486,0.00318,8,-0.003731126,-0.001355766,0,-0.265897588,1,-0.265897588,2.10276635
2.761400912,-0.008643021,-1.554457543,0.00988,42.30178309,-83.69753171,275.4013367,0.99,0,0.880067548,0.026996215,2.761400912,-0.008643021,0.009776383,0.00988,8,-0.002613348,-0.00094638,0,-0.283342896,1,-0.283342896,2.167226387
2.767035206,-0.017925757,-1.554320541,0.00025,42.30178206,-83.69753165,275.400238,0.99,0,0.884622686,0.018410444,2.767035206,-0.017925757,0.006653401,0.00025,8,-0.001868139,-0.000675127,0,-0.256554443,1,-0.256554443,2.088975804
2.772389306,-0.010537442,-1.55418454,0.00704,42.30178053,-83.69753156,275.3977051,0.99,0,0.891393076,0.02646288,2.772389306,-0.010537442,0.009545229,0.00704,8,-0.000994511,-0.000358717,0,-0.283087671,1,-0.283087671,2.182667175
2.783243904,-0.013321148,-1.554052537,0.00159,42.30177952,-83.69753149,275.3953857,0.99,0,0.896292369,0.025848204,2.776119111,-0.011554929,0.009310967,0.00359,8,-0.001242604,-0.000447601,0,-0.28089114,1,-0.28089114,2.182404449
2.783243904,-0.013321148,-1.554052537,0.00159,42.30177851,-83.69753142,275.3930969,0.99,0,0.904187952,0.024565778,2.783243904,-0.013321148,0.008826325,0.00159,8,-0.001618248,-0.000581418,0,-0.277760452,1,-0.277760452,2.18449355
2.7962073,-0.021910457,-1.553778534,-0.00325,42.30177699,-83.69753132,275.3898315,0.99,0,0.910057708,0.017120493,2.7962073,-0.021910457,0.006122605,-0.00325,8,-0.001876322,-0.000671003,0,-0.256307578,1,-0.256307578,2.125205684
2.801608151,-0.016578877,-1.553647532,0.00257,42.30177546,-83.69753122,275.386322,0.99,0,0.918021575,0.023311864,2.801608151,-0.016578877,0.008320837,0.00257,8,-0.002585505,-0.000922849,0,-0.276952533,1,-0.276952533,2.202450586
2.805887797,-0.015318579,-1.553465531,0.00275,42.30177443,-83.69753115,275.384613,0.99,0,0.923107342,0.025447597,2.805887797,-0.015318579,0.009069346,0.00275,8,-0.002756524,-0.000982392,0,-0.283854563,1,-0.283854563,2.231123388
2.810403334,-0.016981145,-1.55335853,-0.00093,42.3017729,-83.69753105,275.3812561,0.99,0,0.931233453,0.024645098,2.810403334,-0.016981145,0.008769191,-0.00093,8,-0.003012675,-0.001071953,0,-0.281850544,1,-0.281850544,2.235677925
2.814929491,-0.010767076,-1.553274528,0.00308,42.30177188,-83.69753098,275.3787842,0.99,0,0.936668797,0.03151454,2.814929491,-0.010767076,0.011195651,0.00308,8,-0.003185185,-0.001131524,0,-0.302973612,1,-0.302973612,2.310693267
2.826898379,-0.006061302,-1.553016524,0.0033,42.30177034,-83.69753086,275.3752441,0.99,0,0.94530289,0.036961781,2.818892091,-0.006241564,0.01311251,0.00678,8,-0.002788334,-0.000989157,0,-0.321036606,1,-0.321036606,2.380230528
2.831401872,-0.008350066,-1.552922523,0.00128,42.30176931,-83.69753079,275.3729248,0.99,0,0.952355692,0.035990029,2.831401872,-0.008350066,0.012711315,0.00128,8,-0.00237985,-0.000840516,0,-0.317501959,1,-0.317501959,2.378239539
2.836933693,-0.008404674,-1.552760521,0.00318,42.30176776,-83.69753067,275.3698425,0.99,0,0.961675443,0.036830956,2.836933693,-0.008404674,0.012982972,0.00318,8,-0.001754099,-0.000618305,0,-0.32239997,1,-0.32239997,2.407874764
2.842030575,-0.008065369,-1.55260052,0.00616,42.30176672,-83.6975306,275.3684387,0.99,0,0.967360842,0.037872399,2.842030575,-0.008065369,0.013326165,0.00616,8,-0.001219428,-0.000429068,0,-0.32787166,1,-0.32787166,2.432766985
2.84640172,-0.004687354,-1.552373518,0.01085,42.30176517,-83.6975305,275.3654785,0.99,0,0.975768204,0.042117938,2.84640172,-0.004687354,0.014797426,0.01085,8,-0.00060506,-0.00021257,0,-0.34310606,1,-0.34310606,2.493293005
2.849542151,-0.008843976,-1.552321517,0.00605,42.30176414,-83.69753043,275.3632813,0.99,0,0.981214951,0.038203463,2.849542151,-0.008843976,0.013407215,0.00605,8,-0.000196406,-6.89E-05,0,-0.331844632,1,-0.331844632,2.465288821
2.859457993,-0.015698725,-1.552081513,-0.00433,42.30176259,-83.69753032,275.3604126,0.99,0,0.989731986,0.035476629,2.854773671,-0.012037559,0.012427334,0.00269,8,0.000420359,0.000147246,0,-0.324848976,1,-0.324848976,2.455898763
2.86299774,-0.009530686,-1.551974512,0.00148,42.30176155,-83.69753025,275.3581238,0.99,0,0.996134256,0.038640627,2.86299774,-0.009530686,0.013496897,0.00148,8,0.00056396,0.000196981,0,-0.334032747,1,-0.334032747,2.493831585
2.868164701,-0.006294061,-1.55187751,0.0058,42.3017605,-83.69753017,275.3565369,0.99,0,1.004730766,0.042164164,2.868164701,-0.006294061,0.014701241,0.0058,8,0.000353986,0.000123419,0,-0.346835586,1,-0.346835586,2.547032202
2.872677438,-0.006357725,-1.551733509,0.00598,42.30175893,-83.69753007,275.3531494,0.99,0,1.010368237,0.042558826,2.872677438,-0.006357725,0.014815544,0.00598,8,0.000213427,7.43E-05,0,-0.349192018,1,-0.349192018,2.561938889
2.87895204,-0.006547902,-1.551576507,0.00687,42.30175788,-83.69753,275.3507385,0.99,0,1.01871738,0.042910828,2.87895204,-0.006547902,0.01490553,0.00687,8,8.87E-07,3.08E-07,0,-0.351733597,1,-0.351733597,2.583014146
2.88028382,-0.004435784,-1.551409506,0.00885,42.3017563,-83.69752991,275.3493347,0.99,0,1.024696722,0.045552042,2.88028382,-0.004435784,0.015815763,0.00885,8,-0.000353917,-0.000122876,0,-0.361084633,1,-0.361084633,2.6204651
2.884533366,-0.009083867,-1.551317505,0.00353,42.30175525,-83.69752986,275.3482056,0.99,0,1.03033091,0.041331091,2.884533366,-0.009083867,0.014328938,0.00353,8,-0.000600897,-0.000208316,0,-0.348653405,1,-0.348653405,2.589295056
2.893107835,-0.00870881,-1.551021501,0.00542,42.30175365,-83.69752978,275.347168,0.99,0,1.033660895,0.042795991,2.893107835,-0.00870881,0.014792866,0.00542,8,-0.000769208,-0.000265875,0,-0.353737616,1,-0.353737616,2.609964123
2.89545864,-0.01519775,-1.5509155,0.00213,42.30175205,-83.69752971,275.3455811,0.99,0,1.039536887,0.036810454,2.89545864,-0.01519775,0.012713336,0.00213,8,-0.000818628,-0.000282724,0,-0.337660231,1,-0.337660231,2.56799636
2.90084877,-0.01368669,-1.550764499,0.00438,42.30175097,-83.69752966,275.3454895,0.99,0,1.044100147,0.03893168,2.90084877,-0.01368669,0.013421043,0.00438,8,-0.000515873,-0.000177833,0,-0.344960961,1,-0.344960961,2.598079353
2.90469756,-0.011762567,-1.550591498,0.00592,42.30174991,-83.6975296,275.34375,0.99,0,1.050623568,0.041474098,2.90469756,-0.011762567,0.014278652,0.00592,8,-5.67E-05,-1.95E-05,0,-0.353737616,1,-0.353737616,2.635202787
2.910401735,-0.003863447,-1.550439496,0.01242,42.30174831,-83.69752952,275.34198,0.99,0,1.055285141,0.049904383,2.910401735,-0.003863447,0.017147731,0.01242,8,0.00024881,8.55E-05,0,-0.379643788,1,-0.379643788,2.723337948
2.919403992,-0.010421953,-1.550177493,-0.00105,42.30174671,-83.69752944,275.3401184,0.99,0,1.062412264,0.049218233,2.918290039,-0.005277679,0.016866208,0.00432,8,0.000438267,0.000150179,0,-0.375506007,1,-0.375506007,2.719771289
2.924190185,0.000574999,-1.549991492,0.00904,42.30174564,-83.69752938,275.3383789,0.99,0,1.066185244,0.044099227,2.919403992,-0.010421953,0.015106037,-0.00105,8,0.000632375,0.00021661,0,-0.360411367,1,-0.360411367,2.678063648
2.9272326,0.001157721,-1.549903491,0.00914,42.30174403,-83.69752929,275.3364563,0.99,0,1.073131668,0.05648285,2.9272326,0.001157721,0.019296844,0.00914,8,0.000922665,0.0003152,0,-0.397448785,1,-0.397448785,2.807488621
2.931457599,-0.004922916,-1.549807489,0.0029,42.30174294,-83.69752924,275.3362427,0.99,0,1.078527851,0.050641936,2.931457599,-0.004922916,0.017276178,0.0029,8,0.001115177,0.000380417,0,-0.381461607,1,-0.381461607,2.76183263
2.936707027,-0.008075932,-1.549687488,0.00116,42.30174187,-83.69752918,275.3347778,0.99,0,1.084995691,0.047756121,2.936707027,-0.008075932,0.016262448,0.00116,8,0.000920711,0.000313517,0,-0.374967394,1,-0.374967394,2.750857136
2.940915299,-0.011909037,-1.549573487,-0.00053,42.30174025,-83.69752909,275.3331909,0.99,0,1.089849606,0.044240475,2.940915299,-0.011909037,0.015043541,-0.00053,8,0.00075635,0.00025718,0,-0.367055465,1,-0.367055465,2.733288639
2.950374802,-0.009576276,-1.549207484,0.00575,42.30173917,-83.69752903,275.3316345,0.99,0,1.096843472,0.047721503,2.950374802,-0.009576276,0.016175346,0.00575,8,0.000507689,0.000172075,0,-0.381777113,1,-0.381777113,2.78958919
2.955134544,-0.013005311,-1.549012482,0.00181,42.30173755,-83.69752895,275.3300476,0.99,0,1.100934999,0.048929523,2.95222986,-0.008665563,0.016574439,0.00586,8,0.001391666,0.000471393,0,-0.387079083,1,-0.387079083,2.811698528
2.959322849,-0.00846434,-1.548859481,0.00526,42.30173593,-83.69752886,275.3282166,0.99,0,1.107999127,0.049815219,2.959322849,-0.00846434,0.016834043,0.00526,8,0.001703765,0.000575726,0,-0.392769234,1,-0.392769234,2.839298507
2.961834233,-0.013558007,-1.548778479,0.00019,42.30173484,-83.6975288,275.3277283,0.99,0,1.113173214,0.044793454,2.961834233,-0.013558007,0.01512397,0.00019,8,0.001910407,0.000645001,0,-0.379902487,1,-0.379902487,2.806406751
2.963740907,-0.010141229,-1.548682478,0.00383,42.30173322,-83.69752871,275.32547,0.99,0,1.120528671,0.048156135,2.963740907,-0.010141229,0.016249049,0.00383,8,0.002220794,0.000749317,0,-0.393577154,1,-0.393577154,2.860472975
2.96804311,-0.008570665,-1.548518476,0.00594,42.30173214,-83.69752864,275.3234863,0.99,0,1.125610685,0.050145065,2.96804311,-0.008570665,0.016895726,0.00594,8,4.56E-05,1.54E-05,0,-0.401971941,1,-0.401971941,2.893942395
2.979746758,-0.013492904,-1.548249473,9.00E-05,42.30173051,-83.69752855,275.3211365,0.99,0,1.13308682,0.0479196,2.976462339,-0.012086179,0.016100078,0.00473,8,-0.00465378,-0.001563514,0,-0.395352893,1,-0.395352893,2.883553134
2.984763003,-0.009712235,-1.548142472,0.00218,42.30172943,-83.69752849,275.3198853,0.99,0,1.137286948,0.04751155,2.979746758,-0.013492904,0.01594534,9.00E-05,8,-0.007836832,-0.002630006,0,-0.39140587,1,-0.39140587,2.876996323
2.988195347,-0.009945496,-1.54808447,0.0016,42.30172779,-83.6975284,275.318512,0.99,0,1.144350367,0.053486194,2.988195347,-0.009945496,0.017900019,0.0016,8,-0.013787464,-0.004613951,0,-0.40601785,1,-0.40601785,2.933062951
2.991444433,-0.011790296,-1.547887469,0.00132,42.30172669,-83.69752835,275.3183289,0.99,0,1.149518497,0.054206969,2.991444433,-0.011790296,0.018121518,0.00132,8,-0.017348631,-0.005799371,0,-0.406379204,1,-0.406379204,2.942058793
2.993105139,-0.013008464,-1.547691467,-0.00044,42.3017256,-83.69752829,275.3168335,0.99,0,1.156936635,0.057282148,2.993105139,-0.013008464,0.019139022,-0.00044,8,-0.022691476,-0.007581178,0,-0.412324986,1,-0.412324986,2.971352559
2.999440209,-0.010314801,-1.547312465,0.00287,42.30172396,-83.69752819,275.3149109,0.99,0,1.162656344,0.064231125,2.999440209,-0.010314801,0.021415881,0.00287,8,-0.026283371,-0.008762707,0,-0.430056432,1,-0.430056432,3.036983924
3.000931063,-0.008994669,-1.547245464,0.00277,42.30172287,-83.69752813,275.3131104,0.99,0,1.17097186,0.070891407,3.000931063,-0.008994669,0.023625229,0.00277,8,-0.027653761,-0.009215019,0,-0.438987596,1,-0.438987596,3.098949779
3.006547929,-0.008893924,-1.547051461,0.00509,42.30172068,-83.697528,275.309845,0.99,0,1.176399457,0.071872134,3.003043409,-0.011339459,0.023935213,0.00048,8,-0.022902571,-0.007626399,0,-0.440828734,1,-0.440828734,3.113317988
3.010873958,-0.014638326,-1.54700646,-0.00094,42.30171959,-83.69752793,275.3077698,0.99,0,1.185279755,0.078161887,3.006547929,-0.008893924,0.026000035,0.00509,8,-0.015784467,-0.005250007,0,-0.452138904,1,-0.452138904,3.193559475
3.016375068,-0.012321909,-1.546883458,6.00E-05,42.30171849,-83.69752788,275.3063354,0.99,0,1.191464154,0.077100589,3.016375068,-0.012321909,0.025563248,6.00E-05,8,-0.011050198,-0.003663373,0,-0.452049135,1,-0.452049135,3.19280142
3.02214716,-0.010499927,-1.546610455,-0.00028,42.30171684,-83.69752777,275.3029785,0.99,0,1.20108927,0.086776126,3.021110054,-0.004646533,0.028727176,0.00616,8,-0.00242516,-0.000802737,0,-0.467578702,1,-0.467578702,3.303497649
3.022911861,-0.010232498,-1.546561455,0.00079,42.30171575,-83.6975277,275.3003845,0.99,0,1.207722412,0.081464243,3.022911861,-0.010232498,0.026952039,0.00079,8,0.002475122,0.000818783,0,-0.463453632,1,-0.463453632,3.272769448
3.02925331,-0.01506162,-1.546349452,-0.00045,42.3017141,-83.69752761,275.2974243,0.99,0,1.216856351,0.079362672,3.025488664,-0.011557041,0.026234174,0.00208,8,0.009889058,0.003268558,0,-0.464870208,1,-0.464870208,3.282564842
3.033682405,-0.014308959,-1.54622045,0.00207,42.301713,-83.69752754,275.295166,0.99,0,1.222881166,0.074678721,3.02925331,-0.01506162,0.024654711,-0.00045,8,0.014894032,0.004916673,0,-0.461431028,1,-0.461431028,3.257956743
3.040593292,-0.016741994,-1.546178449,-0.00027,42.30171134,-83.69752744,275.2922668,0.99,0,1.232304265,0.073355668,3.033682405,-0.014308959,0.024182493,0.00207,8,0.011870005,0.003912695,0,-0.463812707,1,-0.463812707,3.275671505
3.045484492,-0.007421335,-1.546013447,0.00811,42.30171024,-83.69752738,275.2903748,0.99,0,1.238332747,0.079994733,3.045484492,-0.007421335,0.026269612,0.00811,8,0.008510566,0.002794479,0,-0.473476443,1,-0.473476443,3.345675661
3.054289885,-0.01414576,-1.545814445,0.00203,42.30170858,-83.69752728,275.2872925,0.99,0,1.247492443,0.070912543,3.051346767,-0.016015654,0.023241524,-0.00116,8,0.003393423,0.001112091,0,-0.464082014,1,-0.464082014,3.277368847
3.05476181,-0.010754051,-1.545742444,0.00439,42.30170747,-83.69752721,275.2848511,0.99,0,1.253842227,0.076730428,3.05476181,-0.010754051,0.025120788,0.00439,8,-0.001333999,-0.000436692,0,-0.473207137,1,-0.473207137,3.342168677
3.060350937,-0.012584283,-1.545623442,0.00323,42.30170636,-83.69752713,275.2824097,0.99,0,1.263221061,0.076141985,3.060350937,-0.012584283,0.024882506,0.00323,8,-0.005936338,-0.001939741,0,-0.474570501,1,-0.474570501,3.352002054
3.06251275,-0.008375894,-1.545423441,0.00701,42.30170471,-83.69752703,275.2783813,0.99,0,1.26949538,0.081968903,3.06251275,-0.008375894,0.026768341,0.00701,8,-0.008996538,-0.002937622,0,-0.483337688,1,-0.483337688,3.414665681
3.070340684,-0.012407699,-1.545265438,0.00135,42.30170305,-83.69752692,275.2740784,0.99,0,1.279399983,0.081773156,3.06606307,-0.011009293,0.0266734,0.00376,8,-0.013587172,-0.004431443,0,-0.485306992,1,-0.485306992,3.427080184
3.074116716,-0.011783405,-1.545224436,0.00263,42.30170193,-83.69752685,275.2720337,0.99,0,1.286120064,0.082570177,3.070340684,-0.012407699,0.026895862,0.00135,8,-0.01445521,-0.004707976,0,-0.487417436,1,-0.487417436,3.442020407
3.082661683,-0.009388847,-1.545099433,0.0031,42.30170026,-83.69752675,275.2687683,0.99,0,1.295660452,0.086506533,3.081529309,-0.01169089,0.028076084,0.00126,8,-0.011966008,-0.003883112,0,-0.493937598,1,-0.493937598,3.488385402
3.086160577,-0.008197814,-1.545014433,0.00467,42.30169914,-83.69752667,275.266449,0.99,0,1.302821987,0.09181575,3.086160577,-0.008197814,0.029755087,0.00467,8,-0.010287686,-0.003333478,0,-0.502225434,1,-0.502225434,3.547271319
3.089548676,-0.00968885,-1.544973431,0.00359,42.30169803,-83.69752659,275.2640686,0.99,0,1.313462371,0.092206871,3.089548676,-0.00968885,0.029849056,0.00359,8,-0.007741978,-0.002505848,0,-0.505293002,1,-0.505293002,3.568637673
3.091526586,-0.010406895,-1.544862429,0.00363,42.3016958,-83.69752644,275.259491,0.99,0,1.320446306,0.092470125,3.091526586,-0.010406895,0.029915122,0.00363,8,-0.005940729,-0.001921606,0,-0.507391349,1,-0.507391349,3.583842323
3.097296991,-0.012330601,-1.544682426,0.00289,42.30169524,-83.69752641,275.2584534,0.99,0,1.331189364,0.093642952,3.095090816,-0.010479303,0.030259761,0.00448,8,-0.004164402,-0.001345478,0,-0.511588742,1,-0.511588742,3.613546463
3.101100987,-0.010843192,-1.544603425,0.00466,42.30169356,-83.6975263,275.2545166,0.99,0,1.338296075,0.094508389,3.101100987,-0.010843192,0.030480286,0.00466,8,-0.002975695,-0.000959555,0,-0.514396823,1,-0.514396823,3.63242459
3.110086565,-0.011175061,-1.544431422,0.00185,42.30169187,-83.69752619,275.2505798,0.99,0,1.348957838,0.102002421,3.107514924,-0.004557308,0.032830297,0.00979,8,-0.001143586,-0.000368006,0,-0.52583814,1,-0.52583814,3.71609084
3.111429719,-0.007445646,-1.544344421,0.00516,42.30169075,-83.69752611,275.2478333,0.99,0,1.356304479,0.099472529,3.111429719,-0.007445646,0.031975396,0.00516,8,0.000244443,7.86E-05,0,-0.524474776,1,-0.524474776,3.703066408
3.114975586,-0.011815114,-1.544231419,0.00212,42.30168907,-83.697526,275.243988,0.99,0,1.367245533,0.095317042,3.114975586,-0.011815114,0.030604168,0.00212,8,0.002336131,0.000749962,0,-0.523240454,1,-0.523240454,3.694775288
3.120100828,-0.013799541,-1.544155418,5.00E-05,42.30168794,-83.69752593,275.2413025,0.99,0,1.374129526,0.09335304,3.120100828,-0.013799541,0.029924052,5.00E-05,8,0.003740048,0.001198683,0,-0.523240454,1,-0.523240454,3.69423995
3.125357665,-0.015180564,-1.543826415,0.00051,42.30168625,-83.69752582,275.2373962,0.99,0,1.38454454,0.091022083,3.12328656,-0.016118476,0.029146784,-0.00135,8,0.00629598,0.002015792,0,-0.524474776,1,-0.524474776,3.701878601
3.128087003,-0.017726204,-1.543748413,-0.00226,42.30168512,-83.69752576,275.2346191,0.99,0,1.391594807,0.089282429,3.128087003,-0.017726204,0.028545601,-0.00226,8,0.008121467,0.002596263,0,-0.524873125,1,-0.524873125,3.705960243
3.132113182,-0.005633491,-1.543608411,0.01003,42.301684,-83.69752568,275.2314148,0.99,0,1.401901438,0.100125921,3.132113182,-0.005633491,0.031972925,0.01003,8,0.010865076,0.003468923,0,-0.530315359,1,-0.530315359,3.833854298
3.136692649,-0.009178069,-1.543559409,0.00708,42.30168231,-83.69752556,275.226593,0.99,0,1.409444423,0.095390753,3.136692649,-0.009178069,0.030415812,0.00708,8,0.012706081,0.004050772,0,-0.530315359,1,-0.530315359,3.812824349
3.141975813,-0.007758644,-1.543455408,0.00926,42.30168118,-83.69752548,275.2234802,0.99,0,1.420648621,0.094963276,3.141975813,-0.007758644,0.030228575,0.00926,8,0.010585575,0.003369072,0,-0.530315359,1,-0.530315359,3.835973545
3.149594706,-0.009898238,-1.543149404,0.00448,42.30167947,-83.69752536,275.2192383,0.99,0,1.427939911,0.089946676,3.146301619,-0.012356796,0.02859174,0.00309,8,0.007257114,0.002306536,0,-0.530315359,1,-0.530315359,3.801169068
3.151807252,-0.001478225,-1.543053403,0.01312,42.30167776,-83.69752524,275.2152405,0.99,0,1.439032079,0.092081681,3.149594706,-0.009898238,0.029240063,0.00448,8,0.002257235,0.000716671,0,-0.530315359,1,-0.530315359,3.838678253
3.154183943,-0.008547771,-1.542970401,0.00669,42.30167662,-83.69752516,275.2129822,0.99,0,1.446472555,0.100852142,3.151807252,-0.001478225,0.032003654,0.01312,8,-0.001649162,-0.000523243,0,-0.530315359,1,-0.530315359,3.930330907
3.160867391,-0.008583183,-1.542778398,0.00939,42.30167492,-83.69752504,275.2089233,0.99,0,1.457653278,0.08940271,3.159683125,-0.014605151,0.028298309,0.00273,8,-0.006741857,-0.00213369,0,-0.530315359,1,-0.530315359,3.847505784
3.162234332,-0.012665073,-1.542739397,0.00598,42.30167378,-83.69752496,275.2061462,0.99,0,1.464994753,0.092940632,3.162234332,-0.012665073,0.029394808,0.00598,8,-0.010117989,-0.003199607,0,-0.530315359,1,-0.530315359,3.891855508
3.167371548,-0.008999069,-1.542659395,0.00944,42.30167264,-83.69752488,275.2034912,0.99,0,1.475685364,0.099350542,3.167371548,-0.008999069,0.031371892,0.00944,8,-0.012359788,-0.003902207,0,-0.530315359,1,-0.530315359,3.964133154
3.172824472,-0.01116411,-1.542447392,0.00209,42.30167093,-83.69752476,275.1995544,0.99,0,1.483097092,0.097510051,3.169854997,-0.012659639,0.030766284,0.00474,8,-0.009789709,-0.003088353,0,-0.530315359,1,-0.530315359,3.957955367
3.176291252,-0.003479186,-1.54232539,0.00752,42.30166921,-83.69752464,275.1955872,0.99,0,1.494422538,0.100868647,3.172824472,-0.01116411,0.031796597,0.00209,8,-0.005921389,-0.001866272,0,-0.530315359,1,-0.530315359,4.001987092
3.178452823,-0.005514299,-1.542248389,0.00473,42.30166807,-83.69752456,275.1930542,0.99,0,1.502198032,0.109618392,3.176291252,-0.003479186,0.034518276,0.00752,8,-0.003335342,-0.001050074,0,-0.530315359,1,-0.530315359,4.090833442
3.181327951,-0.011013916,-1.542106386,0.00011,42.30166693,-83.69752447,275.1903687,0.99,0,1.513932454,0.103030565,3.181327951,-0.011013916,0.032391494,0.00011,8,0.00017545,5.51E-05,0,-0.530315359,1,-0.530315359,4.052633566
3.181477565,-0.00984408,-1.541963385,0.00257,42.30166521,-83.69752435,275.1865234,0.99,0,1.52189779,0.104482198,3.181477565,-0.00984408,0.032846527,0.00257,8,0.002285468,0.000718363,0,-0.530315359,1,-0.530315359,4.082911933
3.188846292,-0.015245424,-1.541630381,0.00218,42.30166349,-83.69752423,275.1824951,0.99,0,1.533507011,0.102359554,3.186578175,-0.011805031,0.032127397,0.00447,8,0.005431034,0.001704335,0,-0.530315359,1,-0.530315359,4.091550665
3.189907142,-0.010635608,-1.54151538,0.00454,42.30166234,-83.69752414,275.1794739,0.99,0,1.541278357,0.098881367,3.188846292,-0.015245424,0.031013125,0.00218,8,0.006277768,0.001968642,0,-0.530315359,1,-0.530315359,4.081542965
3.194430073,-0.017466005,-1.541426378,-0.00068,42.3016612,-83.69752405,275.1764526,0.99,0,1.553444897,0.102560589,3.189907142,-0.010635608,0.032156954,0.00454,8,0.007502331,0.002351883,0,-0.530315359,1,-0.530315359,4.144802609
3.195763221,-0.012616794,-1.541362376,0.0039,42.30165947,-83.69752392,275.1721497,0.99,0,1.561733767,0.100254309,3.195763221,-0.012616794,0.03137591,0.0039,8,0.008334678,0.002608019,0,-0.530315359,1,-0.530315359,4.147208829
3.201318594,-0.008085165,-1.541157374,0.00999,42.30165832,-83.69752384,275.1694031,0.99,0,1.573707681,0.104020223,3.201318594,-0.008085165,0.032498547,0.00999,8,0.010186523,0.003181967,0,-0.530315359,1,-0.530315359,4.215285079
3.204603689,-0.011171677,-1.541107372,0.00572,42.30165659,-83.69752371,275.1657104,0.99,0,1.581366038,0.099801825,3.204603689,-0.011171677,0.031148113,0.00572,8,0.0115333,0.003598957,0,-0.530315359,1,-0.530315359,4.197798943
3.207371656,-0.011978533,-1.54098137,0.00589,42.30165544,-83.69752362,275.1632385,0.99,0,1.593055918,0.09705155,3.207371656,-0.011978533,0.030263312,0.00589,8,0.013554207,0.004225925,0,-0.530315359,1,-0.530315359,4.208727427
3.210358292,-0.008113645,-1.540735367,0.00592,42.30165371,-83.69752349,275.1592407,0.99,0,1.60109316,0.095635027,3.209556978,-0.012054285,0.029801157,0.00313,8,0.012298479,0.003831804,0,-0.530315359,1,-0.530315359,4.213427008
3.210358292,-0.008113645,-1.540735367,0.00592,42.30165256,-83.6975234,275.1567688,0.99,0,1.613004349,0.098256435,3.210358292,-0.008113645,0.030610748,0.00592,8,0.007070674,0.002202449,0,-0.530315359,1,-0.530315359,4.259958513
3.217768895,-0.0051984,-1.540342362,0.00848,42.30165082,-83.69752326,275.1530151,0.99,0,1.620890881,0.102026515,3.217768895,-0.0051984,0.031712497,0.00848,8,0.003588476,0.001115205,0,-0.530315359,1,-0.530315359,4.305086152
3.219906868,-0.01433988,-1.540232361,-0.00097,42.30164908,-83.69752313,275.1493835,0.99,0,1.632932391,0.093172443,3.219906868,-0.01433988,0.028940131,-0.00097,8,-0.002008074,-0.000623637,0,-0.530315359,1,-0.530315359,4.247685096
3.222444751,-0.013094078,-1.540158359,0.0016,42.30164792,-83.69752304,275.1468811,0.99,0,1.640574601,0.095265199,3.222444751,-0.013094078,0.029567084,0.0016,8,-0.00560326,-0.001738808,0,-0.530315359,1,-0.530315359,4.281132964
3.225106964,-0.014041669,-1.540068357,0.00161,42.30164618,-83.69752291,275.1430054,0.99,0,1.65206684,0.096347698,3.225106964,-0.014041669,0.029878426,0.00161,8,-0.010994742,-0.003409077,0,-0.530315359,1,-0.530315359,4.310699085
3.228956657,-0.006983021,-1.539725354,0.00909,42.30164502,-83.69752282,275.1404419,0.99,0,1.659920692,0.094034492,3.227412774,-0.018496797,0.029139829,-0.00092,8,-0.014166795,-0.004389449,0,-0.530315359,1,-0.530315359,4.304425592
3.228956657,-0.006983021,-1.539725354,0.00909,42.30164387,-83.69752273,275.1380615,0.99,0,1.671974196,0.108726241,3.228956657,-0.006983021,0.033678539,0.00909,8,-0.011439399,-0.003542746,0,-0.530315359,1,-0.530315359,4.453221772
3.237208805,-0.007427352,-1.539506349,0.00391,42.30164212,-83.6975226,275.1340027,0.99,0,1.68026894,0.11062257,3.237208805,-0.007427352,0.034178772,0.00391,8,-0.00961431,-0.00296993,0,-0.530315359,1,-0.530315359,4.475902469
3.239448106,-0.010155085,-1.539469347,0.00071,42.30164037,-83.69752246,275.1303711,0.99,0,1.692906072,0.109565977,3.239448106,-0.010155085,0.033828707,0.00071,8,-0.006111081,-0.001886448,0,-0.530315359,1,-0.530315359,4.490691804
3.240582322,-0.007419917,-1.539337346,0.00337,42.3016392,-83.69752236,275.1281128,0.99,0,1.701517797,0.113436954,3.240582322,-0.007419917,0.035012175,0.00337,8,-0.004488297,-0.001385024,0,-0.530315359,1,-0.530315359,4.542539551
3.245194991,-0.009717939,-1.539263344,0.00442,42.30163745,-83.69752222,275.1246643,0.99,0,1.714223365,0.11216336,3.245194991,-0.009717939,0.034569633,0.00442,8,-0.002047553,-0.000630946,0,-0.530315359,1,-0.530315359,4.561209136
