"Vx","Vy","Yaw","YawRate","latitude","longitude","el","x_gps_cg","y_gps_cg","y","nu","r","dPsi","dy","mu","h","r_d","kappa","u_del","uUser","uOpt","blendingRatio","uOut","M"
0.003658635568318337,-0.0007315107822937091,0.10528089900790416,0.0013000000000000002,42.299244511030416,-83.69779542734041,267.97125244140625,0.99,0,0.034250607072342364,-0.007568859917249169,-0.00512,-1.1819597965450885,-0.007713082655925072,0.003491375146008243,8,-7.346882156301567e-05,-0.008814171161535489,0.0,0.0,0.5303153594520014,1,0.5303153594520014,3.6998111028173257
0.003658635568318337,-0.0007315107822937091,0.10528089900790416,0.0013000000000000002,42.299244511030416,-83.69779542734041,267.97125244140625,0.99,0,0.03425300644062822,-0.0007315107822937091,0.0013000000000000002,-0.24066549031906215,-0.0008892916195504701,0.003658635568318337,8,-3.2848587140542295e-05,-0.008804117106157012,0.021212614378080055,0.0,0.5303153594520014,0,0.0,0.6789550346122931
0.004184699013164648,-0.003863022445626593,0.10529589905168724,-0.00128,42.29924450995351,-83.69779542115751,267.9714660644531,0.99,0,0.03421468926630094,-0.003863022445626593,-0.00128,-0.7887582500031725,-0.004040582449343119,0.004184699013164648,8,-4.996892320494497e-05,-0.008773954837603154,-0.021212614378080055,0.0,0.5303153594520014,1,0.5303153594520014,2.390812635349366
0.0038158356147936965,-0.005085246555274366,0.10526389908127198,-0.0027700000000000003,42.29924450995351,-83.69779542115751,267.9714660644531,0.99,0,0.0340739677090864,-0.003863022445626593,-0.00128,-0.7887570344946204,-0.004040577570872412,0.004184699013164648,8,-4.985440446833406e-05,-0.00875384669520908,0.021212614378080055,0.0,0.5303153594520014,1,0.5303153594520014,2.268324998395918
0.0038123745438389156,-0.005041387375391136,0.10524789910976651,-0.0034400000000000003,42.299244508221435,-83.69779541732497,267.9714660644531,0.99,0,0.03390556582799663,-0.005085246555274366,-0.0027700000000000003,-0.9703955782067961,-0.00524579620500064,0.0038158356147936965,8,-5.552647952913464e-05,-0.008733738624643926,0.0,0.0,0.5303153594520014,1,0.5303153594520014,2.845294823679788
0.0038908798716639353,0.0032818371826587337,0.10532489913780418,0.00661,42.29924450724616,-83.69779541649038,267.9714660644531,0.99,0,0.033672025747248806,-0.005041387375391136,-0.0034400000000000003,-0.9666835638023503,-0.005201881362914537,0.0038123745438389156,8,-5.507523612560596e-05,-0.008713630450872745,0.0,0.0,0.5303153594520014,1,0.5303153594520014,2.7758322247863756
0.0038908798716639353,0.0032818371826587337,0.10532489913780418,0.00661,42.29924450603748,-83.69779541484095,267.9714660644531,0.99,0,0.0335952467775001,0.0032818371826587337,0.00661,0.6574136182289108,0.0031104324745910455,0.0038908798716639353,8,-4.43023165736523e-05,-0.008703576399377232,0.0,0.0,-0.5303153594520014,1,-0.5303153594520014,2.406164222481664
0.004102677739857445,-0.001982503333991645,0.1053208991827228,0.0012200000000000002,42.29924450422125,-83.6977954128272,267.97137451171875,0.99,0,0.03336716272751484,-0.001982503333991645,0.0012200000000000002,-0.49341529829050135,-0.002158155780428675,0.004102677739857445,8,-3.961259918871094e-05,-0.008693522348267792,-0.04242522875616011,0.0,0.5303153594520014,1,0.5303153594520014,1.475454514576343
0.0041573600284573195,-0.004150285968788205,0.10530489918837693,-0.0013700000000000001,42.299244503731664,-83.69779541103183,267.9713439941406,0.99,0,0.03333846767501647,-0.004150285968788205,-0.0013700000000000001,-0.827842166608801,-0.004326335532477832,0.0041573600284573195,8,-5.10101221132778e-05,-0.00868346826306249,0.04242522875616011,0.0,0.5303153594520014,1,0.5303153594520014,2.4275967882379574
0.004468395397208492,-0.013595888158734054,0.10523589921301646,-0.01097,42.29924450364103,-83.69779540925514,267.97137451171875,0.99,0,0.03324973990678567,-0.004350203582354076,-0.0018100000000000002,-0.9828110709248099,-0.004483819037009507,0.003180421792862435,8,-4.6739446056767255e-05,-0.008673414177589945,0.0,0.0,0.5303153594520014,1,0.5303153594520014,2.9880932304801124
